,source_sentence,target_sentence,similarity,baseline,similarity,proposal,similarity
1611, [CLS] a man wearing black pants and a helmet is riding a brown horse . [SEP], a man is riding a brown horse while protecting his head with a helmet . [SEP],0.9055922627449036, a man is riding a horse . [SEP],0.8293883800506592, a man is riding a horse . [SEP],0.8293883800506592
1612, [CLS] a young boy and an adult man looking at ducks in a pond . [SEP], people watch ducks in a pond . [SEP],0.8135860562324524, a man and a man are looking at a . [SEP],0.7677527070045471, a boy and son are at a pond . [SEP],0.8520674109458923
1613, [CLS] a little boy punching out flash ##cards from the cardboard they came in . [SEP], a boy holds some flash ##cards in his hands [SEP],0.7661343812942505, a boy is is out from the . [SEP],0.6371623873710632, a little boy is out out . [SEP],0.6709814071655273
1614, [CLS] a little boy punching out flash ##cards from the cardboard they came in . [SEP], a boy punches his new flash ##cards from the car ##board they came i . [SEP],0.7887701392173767, a boy is is out from the . [SEP],0.6371623873710632, a little boy is out out . [SEP],0.6709814071655273
1615, [CLS] two mountain ##eers are walking across a snow ##cap ##ped mountain . [SEP], two mountain ##eers walking on a mountain . [SEP],0.8582370281219482, two people are walking . [SEP],0.7106508612632751, two people are walking a mountain . [SEP],0.8084120154380798
1616," [CLS] a dark - skinned person , crouched while painting a sign . [SEP]", a person is painting . [SEP],0.780562698841095, a person is painting . [SEP],0.780562698841095, a person is a a sign . [SEP],0.6786295771598816
1617, [CLS] a black dog is running through a marsh - like area . [SEP], a dog is running through a marsh ##y area . [SEP],0.9320825338363647, a dog is running . [SEP],0.7844342589378357, a dog is running . [SEP],0.7844342589378357
1618, [CLS] two hike ##rs are backpack ##ing up a snow slope . [SEP], two people are hiking with backpack ##s up a snowy slope . [SEP],0.9374209642410278, two hike ##rs are hiking . [SEP],0.7481557726860046, two hike ##rs are outside . [SEP],0.8080340027809143
1619, [CLS] x ##yl ##op ##hon ##ists play in a dark setting . [SEP], someone who plays a x ##yl ##ophone [SEP],0.6750984191894531, the are are playing music . [SEP],0.6639866828918457, the are playing music . [SEP],0.645615816116333
1620, [CLS] x ##yl ##op ##hon ##ists play in a dark setting . [SEP], x ##yl ##ophone is played by someone [SEP],0.7074943780899048, the are are playing music . [SEP],0.6639866828918457, the are playing music . [SEP],0.645615816116333
1621, [CLS] athletic men in matching black pants performing under the spotlight . [SEP], the men are wearing black pants . [SEP],0.7788492441177368, men are are performing . [SEP],0.6895154118537903, men are playing . [SEP],0.6426506042480469
1622, [CLS] a woman wearing white and black carries a serving tray . [SEP], a woman is carrying a serving tray . [SEP],0.8420794606208801, a woman is serving food . [SEP],0.7550856471061707, a woman is serving a tray . [SEP],0.808322012424469
1623, [CLS] the man is outside on the beach walking his dog . [SEP], there is sand in the ground . [SEP],0.6322208642959595, a man is on the beach . [SEP],0.8573480844497681, a man is outside . [SEP],0.7666513323783875
1624, [CLS] children nap on a floor while others stand by . [SEP], children are nap ##ping on a floor . [SEP],0.8099260330200195, children are on a floor . [SEP],0.7058548331260681, children are on a floor . [SEP],0.7058548331260681
1625, [CLS] a man tests model airplanes in an open field . [SEP], a man is testing model airplanes . [SEP],0.8782374858856201, a man is in a field . [SEP],0.8571648597717285, a man is in a field . [SEP],0.8571648597717285
1626, [CLS] a young man is playing a blue guitar . [SEP], the man is playing the guitar . [SEP],0.8723301291465759, a man is playing a guitar . [SEP],0.922675609588623, a man is playing a guitar . [SEP],0.922675609588623
1627, [CLS] people waiting in line in a snow ##storm . [SEP], people are in a snow ##storm . [SEP],0.6690341234207153, people are waiting in a snow . [SEP],0.7139515280723572, people are waiting in line . [SEP],0.695576012134552
1628, [CLS] a woman lowering ballast on a boat . [SEP], the woman is adjusting the boat . [SEP],0.7705404758453369, a woman is on a boat . [SEP],0.8439733982086182, a woman is on a boat . [SEP],0.8439733982086182
1629, [CLS] two men are boxing in fighting arena . [SEP], two men are boxing . [SEP],0.7798370718955994, two men are fighting . [SEP],0.7450119853019714, two men are in a . [SEP],0.6438261270523071
1630, [CLS] people shopping at an outside market [SEP], people are outside . [SEP],0.6364444494247437, people are shopping . [SEP],0.703241765499115, people are shopping . [SEP],0.703241765499115
1631, [CLS] people shopping at an outside market [SEP], people are enjoying the sunny day at the market . [SEP],0.7666444778442383, people are shopping . [SEP],0.703241765499115, people are shopping . [SEP],0.703241765499115
1632," [CLS] two women are reading , one woman has a magazine with a di ##or ad on the back of it , while the other woman is reading fr ##o ma hard cover book . [SEP]"," two women are reading , one has a magazine , while the other has a book . [SEP]",0.8934256434440613, two women are reading . [SEP],0.7009621262550354, two women reading a book . [SEP],0.7248378992080688
1633," [CLS] blond - haired girl wearing a bicycle helmet , a black t - shirt that reads ` ` t ##wi ##zzle ##rs ' ' and a printed dog tag necklace around her neck . [SEP]", a girl with a helmet wears a dog tag [SEP],0.8090669512748718, a girl is wearing a helmet . [SEP],0.750800609588623, a girl is wearing a helmet . [SEP],0.750800609588623
1634," [CLS] a man in a black shirt is about to cross the road while on his cell ##phone , another man is laying on the ground while a lady in the background watches . [SEP]", someone is about to cross the road while someone else watches . [SEP],0.8078346848487854, a man is a a . [SEP],0.5580669641494751, a man is wearing a black shirt . [SEP],0.7617663741111755
1635, [CLS] a man with a beard is talking on the cell ##phone and standing next to someone who is lying down on the street . [SEP], a man is prone on the street while another man stands next to him . [SEP],0.878658652305603, a man is talking on the phone . [SEP],0.8274402022361755, a man is talking on the phone . [SEP],0.8274402022361755
1636," [CLS] three children , two boys and a girl , are playing with the swings on a playground with residential houses in the background . [SEP]", the children are less than 20 y ##rs old . [SEP],0.6139454245567322, three children are playing . [SEP],0.7782726883888245, children are playing . [SEP],0.5975005030632019
1637," [CLS] a woman with a bag , talking on her cell ##phone , standing on the corner of the street , waiting to cross . [SEP]", a woman is holding her bag and talking . [SEP],0.7937650680541992, a woman is talking on her phone . [SEP],0.7838518619537354, a woman is outside . [SEP],0.6811221837997437
1638," [CLS] a woman with a bag , talking on her cell ##phone , standing on the corner of the street , waiting to cross . [SEP]"," a woman holding a bag , and talking on her cell ##phone , is standing on the corner of the street , waiting to cross . [SEP]",0.9557899832725525, a woman is talking on her phone . [SEP],0.7838518619537354, a woman is outside . [SEP],0.6811221837997437
1639, [CLS] a man in a blue t - shirt is taking a picture while a woman with an umbrella walks behind him . [SEP], a man is taking a picture outdoors while a woman walks behind him . [SEP],0.8858853578567505, a man is a a woman . [SEP],0.560824990272522, a man is taking a picture . [SEP],0.7606551647186279
1640, [CLS] a rocker standing with one foot on the stage holding the microphone attached to the stand over his head . [SEP], a microphone is near the stage . [SEP],0.7582626342773438, a person is standing on stage . [SEP],0.7308164834976196, a person is standing on the stage . [SEP],0.7500442266464233
1641, [CLS] a soccer player wearing a red uniform walks off the field after a game near a parking lot . [SEP], there is a field with a parking lot . [SEP],0.6674134135246277, a soccer player is a uniform . [SEP],0.6816507577896118, a soccer player is outside . [SEP],0.6742271184921265
1642," [CLS] this man dressed in white pants and blue shirt , is standing on a ledge in the snow . [SEP]", a man is outside in the snow . [SEP],0.812016487121582, a man is standing on a [SEP],0.7996457815170288, a man is standing on a ledge . [SEP],0.8507066369056702
1643, [CLS] a group of adults standing up with children in sports attire kneeling on the ground . [SEP], a group of adults and kids . [SEP],0.740810215473175, a group of people are standing up . [SEP],0.8268779516220093, a group of adults are standing . [SEP],0.8294880986213684
1644, [CLS] a woman with a blue hat is taking photos in an area covered in brush . [SEP], the woman is holding a camera . [SEP],0.8245174884796143, a woman is taking pictures . [SEP],0.8101795315742493, a woman is taking pictures . [SEP],0.8101795315742493
1645, [CLS] young person in black next to an older person in black and white polka dot . [SEP], a young person in black next to an older person . [SEP],0.9425893425941467, a person is wearing black . [SEP],0.8514904379844666, a young person is wearing black . [SEP],0.8526903390884399
1646," [CLS] a woman in a long , dark coat looks through trash ##cans in winter . [SEP]", a woman is exploring containers for something . [SEP],0.7239595651626587, a woman is a coat coat . [SEP],0.698026716709137, a woman is wearing a coat . [SEP],0.7347491383552551
1647, [CLS] a bald man with a white shirt and watch eating food and drinking wine . [SEP], there is a bald man . [SEP],0.7444156408309937, a man is drinking . [SEP],0.7588486075401306, a man is eating . [SEP],0.7521545886993408
1648, [CLS] fire ##men stand outside of their fire ##tr ##uck with all its lights on . [SEP], people stand outside of their fire ##tr ##uck with all its lights on . [SEP],0.9100846648216248, fire ##men are standing outside . [SEP],0.7921541929244995, fire ##men are outside . [SEP],0.7585545778274536
1649, [CLS] the blond boy is riding roller - coaster with his mouth wide open . [SEP], a boy riding a roller - coaster [SEP],0.8055115342140198, a boy is riding a skate . [SEP],0.788507878780365, a boy is riding a roller coaster . [SEP],0.8371153473854065
1650," [CLS] three women sit at a table , taking notes from three identical magazines . [SEP]", three women are reading and writing . [SEP],0.6484159231185913, three women are sitting at a table . [SEP],0.8783931732177734, three women are sitting . [SEP],0.7611814141273499
1651, [CLS] several adults look on while a young girl plays in a ball pit . [SEP], a young girl is playing . [SEP],0.7777824997901917, a group of people are playing in a pit pit . [SEP],0.8720881938934326, a group of people are playing a ball . [SEP],0.8588859438896179
1652, [CLS] two young girls show prints of a line drawing of an animal . [SEP], there are young girls showing animal drawings . [SEP],0.8785176873207092, two girls are at a . [SEP],0.6114948987960815, two girls are drawing . [SEP],0.7472094893455505
1653, [CLS] a female swimmer wearing a swimming cap does the butterfly stroke . [SEP], a woman is swimming . [SEP],0.7617107629776001, a swimmer is swimming . [SEP],0.7305746674537659, a swimmer is in a swim ##suit . [SEP],0.8165209293365479
